id,date,prix,nb_chambres,nb_sdb,m2_interieur,m2_jardin,m2_etage,m2_soussol,nb_etages,vue_mer,vue_note,etat_note,design_note,annee_construction,annee_renovation,m2_interieur_15voisins,m2_jardin_15voisins,zipcode,lat,long
2798600240,2014-11-14T00:00:00Z,295700,4,2.5,159.7918989223337,539.2976588628762,159.7918989223337,0,2,0,0,3,8,2000,0,219.2493496841323,715.3474544778893,98092,47.3286,-122.208
7550801206,2014-09-04T00:00:00Z,624000,4,3,143.06949089557787,384.61538461538464,143.06949089557787,0,1.5,0,0,5,7,1902,0,135.63730955035302,464.5113340765515,98107,47.6728,-122.396
9550200225,2014-07-11T00:00:00Z,625000,3,1.5,114.26978818283166,284.2809364548495,84.54106280193237,29.728725380899295,1,0,0,3,7,1927,0,117.05685618729098,416.94537346711263,98103,47.667,-122.333
1176001310,2015-03-04T00:00:00Z,2945000,5,4.5,403.1958379784467,531.5867707172056,403.1958379784467,0,3,0,4,3,10,2010,0,164.43701226309923,487.7369007803791,98107,47.6715,-122.406
7878400135,2014-11-20T00:00:00Z,355000,3,2.25,236.90078037904127,898.7365291713119,171.86919360832405,65.03158677071721,1,0,0,3,7,1959,0,208.10107766629508,898.7365291713119,98178,47.4856,-122.247
3205400290,2015-04-06T00:00:00Z,420200,3,1.75,122.63099219620959,676.328502415459,122.63099219620959,0,1,0,0,3,7,1968,0,127.27610553697511,724.6376811594204,98034,47.7229,-122.18
6329000705,2015-04-02T00:00:00Z,545000,2,1.5,217.3913043478261,1243.0323299888519,118.91490152359718,98.47640282422891,1,0,0,4,7,1954,0,138.42437755481234,752.5083612040135,98146,47.5017,-122.377
7660100085,2014-09-08T00:00:00Z,750000,5,2.75,265.7004830917875,557.4136008918618,221.1073950204385,44.593088071348944,2.5,0,0,4,8,1902,0,208.10107766629508,557.4136008918618,98144,47.5906,-122.316
7116000225,2015-02-20T00:00:00Z,190000,3,1,140.28242289111856,813.8238573021182,140.28242289111856,0,1,0,0,4,6,1946,0,96.61835748792271,727.238944630249,98002,47.3015,-122.216
3861470120,2014-11-26T00:00:00Z,1610000,4,2.75,396.692679301375,2397.528799702713,396.692679301375,0,2,0,0,3,11,1996,0,358.60274990709775,1925.2136752136753,98004,47.5951,-122.206
8079100210,2015-03-04T00:00:00Z,620000,4,2.5,197.88182831661095,849.0338164251208,197.88182831661095,0,2,0,0,3,9,1988,0,199.73987365291714,759.7547380156076,98029,47.5648,-122.01
8109800110,2014-08-01T00:00:00Z,717550,3,3.5,263.8424377554812,415.08732813080644,263.8424377554812,0,3,0,0,3,10,2006,0,282.4228911185433,501.6722408026756,98052,47.7069,-122.117
2436700315,2014-10-14T00:00:00Z,441500,2,1.75,93.83128948346341,371.6090672612412,93.83128948346341,0,1.5,0,0,5,7,1919,0,136.56633221850615,371.6090672612412,98105,47.6665,-122.287
9808100150,2015-04-02T00:00:00Z,3345000,5,3.75,497.0271274619101,1426.9788182831662,282.4228911185433,214.60423634336678,1,0,1,3,11,2008,0,347.45447788926054,1480.862133036046,98004,47.648,-122.218
0318900120,2015-01-23T00:00:00Z,495000,4,2.5,220.1783723522854,1424.7491638795987,220.1783723522854,0,2,0,0,3,8,1995,0,196.02378298030473,1479.4685990338164,98024,47.5633,-121.901
1524800005,2014-08-12T00:00:00Z,325000,2,1,130.06317354143442,1003.3444816053512,130.06317354143442,0,1,0,0,4,7,1974,0,144.92753623188406,1047.9375696767002,98011,47.7726,-122.21
1952000150,2014-05-06T00:00:00Z,530000,5,2.5,270.34559643255295,895.20624303233,157.00483091787441,113.34076551467857,1,0,0,4,7,1964,0,262.91341508732813,964.7900408769974,98008,47.5803,-122.119
1432701510,2014-10-21T00:00:00Z,249000,4,2,118.91490152359718,702.3411371237459,118.91490152359718,0,1,0,0,5,6,1959,0,116.12783351913788,714.4184318097361,98058,47.45,-122.175
7130300690,2014-10-28T00:00:00Z,308000,2,1,100.33444816053512,580.6391675956894,100.33444816053512,0,1,0,2,4,7,1942,1968,195.09476031215164,638.7030843552583,98118,47.5128,-122.251
1450100330,2015-03-12T00:00:00Z,237950,3,1.75,121.7019695280565,679.4871794871796,121.7019695280565,0,1,0,0,5,6,1960,0,93.83128948346341,679.4871794871796,98002,47.2888,-122.221
2473002700,2014-06-27T00:00:00Z,415000,3,1.75,223.89446302489782,830.9178743961353,172.79821627647715,51.09624674842066,1,0,0,4,8,1967,0,255.4812337421033,891.8617614269789,98058,47.4494,-122.139
1930301555,2014-07-01T00:00:00Z,500000,2,1,88.25715347454478,418.06020066889636,78.96692679301376,9.29022668153103,1,0,2,3,7,1926,0,155.1467855815682,371.6090672612412,98103,47.6562,-122.354
9332800020,2014-07-15T00:00:00Z,745000,4,2.25,212.7461910070606,967.0196952805649,212.7461910070606,0,2,0,0,3,8,1972,0,189.520624303233,967.0196952805649,98005,47.6351,-122.168
7140200380,2014-10-30T00:00:00Z,275000,3,2,177.44332961724268,747.8632478632479,92.9022668153103,84.54106280193237,1,0,0,4,7,1980,0,165.36603493125233,682.2742474916388,98030,47.37,-122.17
7399300850,2014-10-03T00:00:00Z,290000,3,2.25,139.35340022296546,695.0947603121516,112.41174284652546,26.941657376439988,1,0,0,4,7,1968,0,137.49535488665924,678.9297658862877,98055,47.4619,-122.187
0203100690,2015-04-25T00:00:00Z,1078000,4,2.75,293.57116313638056,3969.992567818655,293.57116313638056,0,2,0,0,3,9,1995,0,175.58528428093646,2229.6544035674474,98053,47.6367,-121.958
8000200090,2015-04-27T00:00:00Z,280000,3,2.5,149.5726495726496,931.0665180230399,149.5726495726496,0,2,0,0,3,7,1996,0,169.08212560386474,930.6020066889632,98003,47.2583,-122.3
9359100101,2015-04-14T00:00:00Z,1370000,5,2.25,326.0869565217391,1286.0460795243405,171.86919360832405,154.2177629134151,1,0,2,3,8,1959,0,248.9780750650316,812.8948346339652,98040,47.5817,-122.246
0084000245,2014-11-20T00:00:00Z,190000,3,1.75,102.19249349684132,878.1122259383129,102.19249349684132,0,1,0,0,3,6,1942,0,125.4180602006689,878.1122259383129,98146,47.4864,-122.337
9424400200,2014-05-15T00:00:00Z,451555,2,1,122.63099219620959,419.91824600520255,122.63099219620959,0,1,0,1,3,6,1912,1971,131.9212188777406,423.634336677815,98116,47.5655,-122.394
3056800230,2014-08-20T00:00:00Z,397000,4,2.5,166.29505759940542,612.2259383128949,166.29505759940542,0,2,0,0,3,7,2005,0,181.1594202898551,481.23374210330735,98059,47.4829,-122.128
2524069072,2014-06-26T00:00:00Z,243800,3,1,105.90858416945375,2578.966926793014,105.90858416945375,0,1,0,0,4,6,1981,0,157.00483091787441,8110.367892976589,98027,47.5372,-121.972
9353300140,2014-06-18T00:00:00Z,284950,3,1,91.9732441471572,996.1910070605724,91.9732441471572,0,1,0,0,5,7,1960,0,135.63730955035302,996.1910070605724,98059,47.4887,-122.133
4006000571,2015-03-12T00:00:00Z,183750,5,2.75,153.288740245262,506.59606094388704,153.288740245262,0,1,0,0,3,7,1970,0,155.1467855815682,546.7298402081011,98118,47.5293,-122.285
8929000330,2014-07-29T00:00:00Z,404763,3,2.5,157.00483091787441,149.47974730583428,106.83760683760684,50.16722408026756,2,0,0,3,8,2014,0,157.00483091787441,172.79821627647715,98029,47.5521,-121.998
4045800030,2015-05-11T00:00:00Z,739000,3,2.25,206.24303232998886,978.2608695652175,157.9338535860275,48.309178743961354,1,0,0,4,8,1974,0,232.25566703827576,930.3232998885173,98052,47.6383,-122.098
4047200065,2014-06-23T00:00:00Z,400000,4,1.75,157.9338535860275,1884.3366778149389,124.4890375325158,33.44481605351171,1.5,0,0,3,7,1965,0,156.0758082497213,1985.2285395763658,98019,47.7694,-121.903
5127100210,2015-03-25T00:00:00Z,360000,6,2,205.31400966183577,916.9453734671126,205.31400966183577,0,2,0,0,4,7,1969,1995,129.13415087328133,920.8472686733556,98059,47.4751,-122.145
2591820080,2014-11-03T00:00:00Z,435000,4,2.5,197.88182831661095,963.8610182088444,197.88182831661095,0,2,0,0,4,8,1986,0,206.24303232998886,790.41248606466,98058,47.4381,-122.16
8143000490,2015-01-12T00:00:00Z,374500,3,1.5,123.5600148643627,802.3039762170198,123.5600148643627,0,1,0,0,4,7,1968,0,127.27610553697511,694.4444444444445,98034,47.7289,-122.203
4136920030,2014-05-24T00:00:00Z,347000,4,1.5,248.0490523968785,931.438127090301,248.0490523968785,0,2,0,0,3,8,1996,0,224.8234856930509,1105.5369751021926,98092,47.2659,-122.215
9238510220,2014-10-28T00:00:00Z,526500,3,2.5,172.79821627647715,4010.5908584169456,172.79821627647715,0,2,0,0,3,8,1986,0,210.88814567075437,3793.664065403196,98072,47.7712,-122.136
5101406536,2014-10-28T00:00:00Z,450000,2,1,124.4890375325158,673.5414344109996,124.4890375325158,0,1,0,0,4,7,1951,0,134.70828688219993,652.7313266443701,98125,47.7015,-122.32
3630120480,2014-06-02T00:00:00Z,653000,3,2.5,212.7461910070606,322.83537718320326,212.7461910070606,0,2,0,0,3,9,2006,0,217.3913043478261,336.8636194723151,98029,47.5551,-122.001
2351800065,2015-02-17T00:00:00Z,590000,3,1.75,202.52694165737645,568.561872909699,128.2051282051282,74.32181345224824,1,0,2,3,8,1949,0,187.66257896692682,568.7476774433296,98199,47.6501,-122.405
1218000195,2015-03-03T00:00:00Z,420000,2,1,135.63730955035302,727.6105536975102,135.63730955035302,0,1,0,0,3,6,1924,0,135.63730955035302,709.0301003344482,98166,47.4617,-122.346
2473251090,2014-06-19T00:00:00Z,269900,4,1.75,142.14046822742475,812.8948346339652,142.14046822742475,0,1.5,0,0,4,7,1968,0,129.13415087328133,812.8948346339652,98058,47.4556,-122.157
1525069021,2014-12-01T00:00:00Z,400000,3,2.5,239.68784838350058,19910.349312523227,239.68784838350058,0,1.5,0,0,3,8,1946,1986,239.68784838350058,6515.328874024526,98053,47.6465,-122.024
1524079188,2014-07-29T00:00:00Z,1862000,4,5.25,486.807878112226,29813.916759568936,486.807878112226,0,2,0,2,3,10,2006,0,179.30137495354887,6393.905611296916,98024,47.5605,-121.905
7893801760,2014-11-17T00:00:00Z,368000,3,1.75,196.95280564845783,1053.5117056856188,98.47640282422891,98.47640282422891,1,0,3,4,7,1966,0,170.01114827201783,803.6046079524341,98198,47.4109,-122.329
1864900230,2014-06-26T00:00:00Z,315000,4,2.5,180.23039762170197,947.6031215161651,105.90858416945375,74.32181345224824,1,0,0,4,8,1977,0,178.37235228539578,1170.5685618729099,98042,47.4157,-122.161
2816900030,2014-12-18T00:00:00Z,338000,3,1.5,222.96544035674472,763.1921218877741,111.48272017837236,111.48272017837236,1,0,0,3,7,1961,0,135.63730955035302,763.3779264214047,98146,47.5001,-122.338
8643000225,2015-05-06T00:00:00Z,225000,5,1.5,166.29505759940542,1082.8688219992569,166.29505759940542,0,2,0,0,3,7,1963,0,189.520624303233,909.5131921218879,98198,47.3961,-122.308
3176600105,2014-08-13T00:00:00Z,750000,3,2.25,209.03010033444818,492.4749163879599,140.28242289111856,68.74767744332962,2,0,0,4,8,1975,0,208.10107766629508,668.8963210702342,98115,47.6741,-122.271
5127000670,2015-03-18T00:00:00Z,314000,3,1.75,150.5016722408027,891.8617614269789,150.5016722408027,0,1,0,0,4,7,1966,0,154.2177629134151,947.6031215161651,98059,47.4749,-122.155
5494000040,2014-12-01T00:00:00Z,1444000,4,2.75,247.1200297287254,886.9379412857675,179.30137495354887,67.81865477517651,1,0,1,3,8,1968,2006,223.89446302489782,929.1155704199183,98004,47.616,-122.218
7853320470,2014-06-11T00:00:00Z,516000,4,3.5,236.90078037904127,808.063916759569,236.90078037904127,0,2,0,0,3,7,2007,0,225.75250836120404,512.7276105536976,98065,47.5216,-121.869
2413300240,2014-11-10T00:00:00Z,280000,4,2.25,184.8755109624675,682.8316610925307,109.62467484206616,75.25083612040135,1,0,0,4,8,1978,0,188.5916016350799,669.8253437383872,98003,47.3258,-122.328
4037000840,2015-04-06T00:00:00Z,554000,3,2,177.44332961724268,836.213303604608,177.44332961724268,0,1,0,0,4,7,1957,0,189.520624303233,808.2497212931996,98008,47.6037,-122.119
7203110240,2014-05-22T00:00:00Z,660000,3,2.5,227.61055369751023,402.4526198439242,227.61055369751023,0,2,0,0,3,8,2010,0,227.61055369751023,385.916016350799,98053,47.6942,-122.016
3303990410,2014-11-11T00:00:00Z,1096500,5,3.25,372.5380899293943,1125.0464511334078,372.5380899293943,0,2,0,0,3,11,2003,0,372.5380899293943,1145.8565589000373,98059,47.5228,-122.151
2482500040,2014-07-17T00:00:00Z,199900,5,1.75,167.03827573392792,1043.4782608695652,167.03827573392792,0,1,0,0,3,7,1967,0,120.77294685990339,1447.6031215161652,98001,47.3266,-122.291
5430300106,2015-03-11T00:00:00Z,460000,2,1,95.68933481976961,551.2820512820513,95.68933481976961,0,1,0,0,4,7,1928,0,131.9212188777406,519.1378669639539,98115,47.6828,-122.287
5416500090,2014-07-24T00:00:00Z,269000,3,2.5,133.77926421404683,353.0286138981791,133.77926421404683,0,2,0,0,3,7,2005,0,175.58528428093646,354.79375696767005,98038,47.3606,-122.039
3275780030,2015-03-11T00:00:00Z,730000,4,2.25,203.45596432552955,836.9565217391305,170.94017094017096,32.515793385358606,2,0,0,4,8,1977,0,203.45596432552955,952.3411371237459,98033,47.6916,-122.188
4338800600,2014-06-09T00:00:00Z,235000,3,1,147.71460423634338,1207.729468599034,147.71460423634338,0,1.5,0,0,3,6,1944,0,135.63730955035302,780.3790412486065,98166,47.4789,-122.346
7351200295,2015-01-14T00:00:00Z,1150000,3,1.75,163.50798959494614,630.6205871423263,163.50798959494614,0,2,1,4,3,7,1940,1960,151.4306949089558,704.9424005945746,98125,47.7336,-122.284
8651410330,2015-03-06T00:00:00Z,215150,3,1,85.47008547008548,443.1438127090301,85.47008547008548,0,1,0,0,4,6,1969,0,85.47008547008548,443.1438127090301,98042,47.3654,-122.082
2597530070,2015-03-18T00:00:00Z,850000,3,2.5,273.1326644370123,1004.180602006689,273.1326644370123,0,2,0,0,3,10,1992,0,287.06800445930884,961.352657004831,98006,47.5418,-122.136
1770000460,2014-12-03T00:00:00Z,430000,3,2.25,170.01114827201783,1854.79375696767,130.06317354143442,39.947974730583425,1,0,0,3,8,1976,0,170.01114827201783,1602.5641025641028,98072,47.7412,-122.088
4046601010,2014-10-23T00:00:00Z,399950,3,1.75,227.61055369751023,1393.6269044964697,183.9464882943144,43.66406540319584,1,0,0,3,7,1989,0,166.29505759940542,1423.5414344109997,98014,47.6957,-121.913
7960100220,2015-04-16T00:00:00Z,710000,4,2.75,228.53957636566332,334.4481605351171,152.35971757710888,76.17985878855444,2,0,0,3,8,1907,2007,175.58528428093646,334.4481605351171,98122,47.6093,-122.297
7202330030,2014-08-22T00:00:00Z,500000,3,2.5,153.288740245262,527.9635823114085,153.288740245262,0,2,0,0,3,7,2003,0,153.288740245262,389.53920475659606,98053,47.683,-122.035
2624079028,2014-10-27T00:00:00Z,997950,4,3.5,396.692679301375,10885.9160163508,396.692679301375,0,2,0,0,3,9,2008,0,242.4749163879599,487.8298030471944,98024,47.5352,-121.883
7750500120,2014-11-18T00:00:00Z,300000,3,1,88.25715347454478,442.214790040877,88.25715347454478,0,1.5,0,0,3,6,1929,0,100.33444816053512,442.214790040877,98106,47.5236,-122.348
0984200690,2014-06-18T00:00:00Z,299000,5,2.5,206.24303232998886,869.5652173913044,103.12151616499443,103.12151616499443,1,0,0,4,7,1968,0,165.36603493125233,715.7190635451506,98058,47.4341,-122.169
0257000037,2014-12-29T00:00:00Z,200000,3,1,196.95280564845783,2932.367149758454,113.34076551467857,83.61204013377927,1,0,0,3,7,1942,0,166.29505759940542,1074.9721293199555,98168,47.4938,-122.298
1003400155,2014-08-11T00:00:00Z,233000,3,1,102.19249349684132,711.3526570048309,102.19249349684132,0,1,0,0,3,7,1955,0,120.77294685990339,743.2181345224824,98188,47.4374,-122.285
3876001330,2015-04-24T00:00:00Z,430000,4,1.5,168.15310293571164,668.8963210702342,168.15310293571164,0,1,0,0,3,7,1966,0,191.37866963953923,668.8963210702342,98034,47.7207,-122.186
2268400350,2014-09-16T00:00:00Z,749000,4,2.5,158.8628762541806,894.3701226309922,133.77926421404683,25.08361204013378,1,0,0,3,9,1976,2014,198.81085098476404,848.2905982905984,98006,47.559,-122.164
9358002375,2015-03-05T00:00:00Z,420000,6,3,212.7461910070606,589.3719806763286,212.7461910070606,0,2,0,0,3,7,1980,0,126.34708286882201,297.4730583426236,98126,47.565,-122.37
7228501910,2015-01-22T00:00:00Z,507200,3,3.5,151.4306949089558,123.46711259754738,126.34708286882201,25.08361204013378,2,0,0,3,9,2000,0,146.78558156819028,122.53808992939429,98122,47.6159,-122.306
7787400030,2014-06-09T00:00:00Z,1635000,5,3.5,392.04756596060946,2488.294314381271,196.02378298030473,196.02378298030473,1,0,0,3,10,1958,2006,320.51282051282055,3153.567447045708,98004,47.6003,-122.206
3111300040,2014-08-01T00:00:00Z,435000,3,2.25,161.64994425863992,788.8331475287997,115.19881085098477,46.45113340765515,1,0,0,3,8,1958,0,193.23671497584542,789.1118543292457,98177,47.7758,-122.379
6332000050,2015-01-21T00:00:00Z,464000,3,2,151.4306949089558,608.5098476402825,78.96692679301376,72.46376811594203,1,0,0,5,7,1912,0,133.77926421404683,608.5098476402825,98126,47.5452,-122.379
3026059341,2014-12-11T00:00:00Z,549950,4,3.5,287.06800445930884,976.4028242289113,203.45596432552955,83.61204013377927,1,0,0,3,8,1991,0,204.38498699368265,688.2199925678187,98034,47.7176,-122.214
0293720140,2014-06-05T00:00:00Z,449950,3,2.5,201.59791898922336,456.3359345968042,201.59791898922336,0,2,0,0,3,7,2003,0,186.7335562987737,408.30546265328877,98028,47.7767,-122.239
6197800045,2014-09-24T00:00:00Z,290000,3,1,112.41174284652546,3151.15198810851,112.41174284652546,0,1,0,0,3,7,1954,0,152.35971757710888,1385.1727982162765,98058,47.4375,-122.184
8165501700,2015-04-30T00:00:00Z,325000,2,2.25,143.99851356373097,212.28167967298404,143.99851356373097,0,2,0,0,3,8,2007,0,143.99851356373097,198.3463396506875,98106,47.5398,-122.369
3362400432,2014-06-11T00:00:00Z,547500,3,3.5,153.288740245262,210.1449275362319,153.288740245262,0,3,0,0,3,8,2010,0,150.5016722408027,294.1285767372724,98103,47.6823,-122.347
7234600796,2014-11-26T00:00:00Z,495000,2,1.75,171.86919360832405,235.04273504273505,171.86919360832405,0,2.5,0,0,4,7,1903,0,139.35340022296546,166.759568933482,98122,47.6106,-122.31
7212651100,2014-08-22T00:00:00Z,429900,4,3.25,307.5065031586771,826.5514678558158,221.1073950204385,86.39910813823857,2,0,0,3,9,1991,0,231.32664437012264,802.4897807506503,98003,47.2655,-122.31
6619910260,2015-04-07T00:00:00Z,536650,3,1.75,194.1657376439985,827.7591973244148,114.26978818283166,79.89594946116685,1,0,0,3,8,1975,0,214.60423634336678,993.5897435897436,98034,47.7149,-122.222
9274203190,2014-06-11T00:00:00Z,650000,2,1,95.68933481976961,534.1880341880342,95.68933481976961,0,1,0,0,5,8,1928,0,145.85655890003716,534.1880341880342,98116,47.5861,-122.391
9358400080,2014-06-27T00:00:00Z,550000,4,3.5,385.54440728353774,1504.738015607581,385.54440728353774,0,2,0,0,3,10,2006,0,336.12040133779266,1413.0434782608697,98003,47.3423,-122.183
1626069139,2014-08-21T00:00:00Z,462500,3,2.25,218.32032701597922,4775.17651430695,129.13415087328133,89.18617614269789,1,0,0,3,7,1977,0,218.32032701597922,4775.17651430695,98077,47.7417,-122.053
8651720470,2014-09-10T00:00:00Z,506500,4,2.5,175.58528428093646,668.8963210702342,139.35340022296546,36.231884057971016,1,0,0,4,7,1978,0,192.30769230769232,668.8963210702342,98034,47.7278,-122.218
1931300090,2014-05-07T00:00:00Z,610950,3,3,156.0758082497213,145.85655890003716,156.0758082497213,0,3,0,0,3,8,2014,0,152.35971757710888,445.93088071348944,98103,47.6572,-122.346
1798000100,2014-05-29T00:00:00Z,750500,5,3,201.59791898922336,226.68153102935713,134.70828688219993,66.88963210702342,1.5,0,0,4,8,1911,0,192.30769230769232,371.6090672612412,98115,47.6724,-122.317
3630010040,2014-05-23T00:00:00Z,402000,3,2,143.06949089557787,169.73244147157192,143.06949089557787,0,2,0,0,3,8,2005,0,143.06949089557787,169.73244147157192,98029,47.5479,-121.998
3904900530,2014-06-13T00:00:00Z,485000,3,2.5,146.78558156819028,563.4522482348569,146.78558156819028,0,2,0,0,3,8,1985,0,164.43701226309923,622.445187662579,98029,47.5692,-122.021
7683800010,2015-04-21T00:00:00Z,205000,3,1,120.77294685990339,917.8743961352658,120.77294685990339,0,1,0,0,4,7,1959,0,198.81085098476404,891.8617614269789,98003,47.3352,-122.297
3876313120,2015-05-01T00:00:00Z,505000,3,1.75,167.22408026755855,669.8253437383872,127.27610553697511,39.947974730583425,1,0,0,3,7,1976,0,169.08212560386474,752.5083612040135,98072,47.7346,-122.17
0820000012,2014-08-27T00:00:00Z,401000,3,3.25,164.43701226309923,183.66778149386846,164.43701226309923,0,3,0,0,3,8,2001,0,172.79821627647715,205.31400966183577,98125,47.7186,-122.314
2380000190,2014-07-01T00:00:00Z,375000,3,1.75,235.04273504273505,3265.514678558157,167.22408026755855,67.81865477517651,1,0,0,4,7,1977,0,228.53957636566332,3380.3418803418804,98042,47.3913,-122.121
9407102245,2014-06-04T00:00:00Z,310000,3,2,125.4180602006689,1035.8602749907097,103.12151616499443,22.296544035674472,1,0,0,3,7,1995,0,119.84392419175029,933.0174656261613,98045,47.446,-121.776
8887001600,2015-04-12T00:00:00Z,280000,2,1,91.9732441471572,4229.654403567447,91.9732441471572,0,1,0,0,4,7,1992,0,160.72092159048682,4229.654403567447,98070,47.5013,-122.463
8651200040,2014-08-14T00:00:00Z,950000,4,2.5,259.19732441471575,1454.199182460052,259.19732441471575,0,2,0,0,4,10,1964,0,327.0159791898923,1454.199182460052,98040,47.5477,-122.215
1545802100,2014-10-29T00:00:00Z,272450,3,2.25,165.36603493125233,681.1594202898551,165.36603493125233,0,2,0,0,3,7,1987,0,140.28242289111856,708.3797844667411,98038,47.3593,-122.051
8651520400,2014-06-12T00:00:00Z,610750,4,2.25,202.52694165737645,677.9078409513193,202.52694165737645,0,2,0,0,3,8,1984,0,209.03010033444818,908.6770717205501,98074,47.6459,-122.058
2581900284,2014-07-07T00:00:00Z,821000,3,2.75,256.4102564102564,787.43961352657,157.00483091787441,99.40542549238202,1,0,0,4,8,1967,0,242.4749163879599,913.6937941285768,98040,47.5402,-122.215
7977201240,2015-03-11T00:00:00Z,1010000,4,3.5,325.15793385358603,379.041248606466,240.61687105165367,84.54106280193237,2,0,2,3,9,2004,0,225.75250836120404,473.80156075808253,98115,47.6834,-122.292
0587550010,2015-01-16T00:00:00Z,570000,4,3.5,370.6800445930881,2187.2909698996655,213.67521367521368,157.00483091787441,1,0,2,3,10,1999,0,316.7967298402081,1480.1189149015238,98023,47.3245,-122.38
9103000455,2015-04-24T00:00:00Z,920000,4,3.25,203.45596432552955,396.2281679672984,143.06949089557787,60.38647342995169,2,0,0,3,9,2015,0,160.72092159048682,396.2281679672984,98122,47.6178,-122.29
7524950210,2015-04-01T00:00:00Z,910000,4,2.5,257.3392790784095,910.2564102564103,257.3392790784095,0,2,0,0,4,9,1986,0,282.4228911185433,1031.2151616499443,98027,47.562,-122.081
2821100125,2014-11-20T00:00:00Z,524000,3,2.25,198.81085098476404,624.3032329988852,133.77926421404683,65.03158677071721,1,0,0,3,8,1961,0,191.37866963953923,624.3032329988852,98117,47.6949,-122.396
3751602329,2014-06-27T00:00:00Z,215500,2,1.75,113.34076551467857,1449.2753623188407,113.34076551467857,0,1,0,0,3,6,1972,0,140.28242289111856,1655.3325901151989,98001,47.2853,-122.265
0984000130,2014-12-23T00:00:00Z,325000,4,2.25,178.37235228539578,1077.9450018580453,178.37235228539578,0,2,0,0,4,7,1967,0,170.94017094017096,682.8316610925307,98058,47.4315,-122.169
